9.910322664453490304e-01,1.473678358261098831e+00,1.176239109413888650e+00,7.265729201830064543e-01
9.403695045403692720e-01,1.310999545693295909e+00,1.339411777439678097e+00,7.796192733749418569e-01
1.108180761554653726e+00,1.020308586360843206e+00,1.634602245750587768e+00,6.172808677148564627e-01
5.218783693121614720e-01,8.831348708382508184e-01,7.829279927530805594e-01,4.919840347695315086e-01
6.759989368440354474e-01,1.021789363811074658e+00,1.164089819073819809e+00,6.979974043455028365e-01
7.383321367540565117e-01,8.384100826880648283e-01,1.245613593000303831e+00,5.476765875019549146e-01
7.946716898530755691e-01,1.594039128245847259e+00,1.029194464231736772e+00,8.479044270100597469e-01
7.934631225638605345e-01,1.260010487395819778e+00,1.075155755709898298e+00,6.881396912652048004e-01
8.395417181993223288e-01,1.210355086553986048e+00,1.136545840052002987e+00,6.623565593637561477e-01
6.019804415203011683e-01,9.080693252190682463e-01,1.022145074502447626e+00,5.925678327954667646e-01
7.722446994622740313e-01,1.217100272746322931e+00,1.234865637380828884e+00,7.978827110422007651e-01
8.893631112674339478e-01,1.401056063565067289e+00,1.954061160934460029e+00,1.357699802075687856e+00
9.816485988546209684e-01,1.694730617107617743e+00,1.245945724496570817e+00,9.175783662981032984e-01
1.133381044966752960e+00,1.766398759799914897e+00,1.622373483055168597e+00,1.135437133478822691e+00
1.105052286052592647e+00,1.627481877939800370e+00,1.474583675809020278e+00,9.474431338340146835e-01
7.008915852635112520e-01,1.022100019289458261e+00,1.184300266853486105e+00,6.869060146469121442e-01
9.002788441992748414e-01,1.530082938754135258e+00,1.205665184845370108e+00,8.593990812255621892e-01
9.469333784352040873e-01,1.353197764393650360e+00,1.463345603390693750e+00,8.890069969807581352e-01
8.235177608308842379e-01,1.255243898812507863e+00,1.334837935803238729e+00,8.440894721773027909e-01
6.984746373631049998e-01,1.347043669622889572e+00,1.056568483753250964e+00,8.255111248682288627e-01
1.270782014403835092e+00,1.897964489624075934e+00,1.265249973565728103e+00,8.180170003427947867e-01
7.118269841863708036e-01,1.207620482871285983e+00,1.179632191023895604e+00,8.128156673383915010e-01
7.975226923734700657e-01,9.589641605725022222e-01,1.472251395433324284e+00,7.100367627072146082e-01
1.143149629335308060e+00,1.211450216799166091e+00,2.160921413276250203e+00,9.977666985213879958e-01
5.464768385567814191e-01,7.864089696275364805e-01,9.602458175170572874e-01,5.172599875299322969e-01
8.134408783480892025e-01,9.844159542355539472e-01,1.660163866489412943e+00,8.172207256095139760e-01
6.657639047987716774e-01,1.239041959752679389e+00,1.006723857157536095e+00,7.462371376387213484e-01
4.496399219662886027e-01,5.745454257184510194e-01,8.512861281694583671e-01,3.870678752924133770e-01
7.911238429688046692e-01,1.500211562165952417e+00,1.163365799133738721e+00,9.169097438745732465e-01
8.060053320485315309e-01,1.043564576857399784e+00,1.642767748657386839e+00,8.742829797431551642e-01
6.455420121379195075e-01,1.178338841618794541e+00,9.639986974770774486e-01,6.930782220101099345e-01
9.069758549285573679e-01,1.177155738048989209e+00,1.071096980803044607e+00,5.575810048005379604e-01
1.118911681247908296e+00,2.043689999200735130e+00,1.272854848210545953e+00,1.012883619208981845e+00
8.803374046365236572e-01,1.554597594182009379e+00,1.384364901829297834e+00,1.051828750756629072e+00
1.084005019496576017e+00,1.402119347864903887e+00,1.468367537658243460e+00,8.116817960210868099e-01
9.704341777036912253e-01,1.385121357587943969e+00,1.084198980997013839e+00,6.311270624732751022e-01
1.118879693214459792e+00,1.259607905237853043e+00,1.678235350466937836e+00,8.131286938318280644e-01
1.061624568680458625e+00,1.227266650562804484e+00,1.429056241847855624e+00,6.891158446141069094e-01
8.775243834246475583e-01,1.076283166743343456e+00,1.457119490276731710e+00,7.301798914263138984e-01
6.209162875765305012e-01,8.121486634859074183e-01,1.040665371770926440e+00,5.167786910701454017e-01
5.105062765305912187e-01,8.386581372689428937e-01,9.178874844347122419e-01,5.691714223626970215e-01
8.760947457199390609e-01,1.159142530502359714e+00,1.319363742111430815e+00,7.159942539697133901e-01
1.069044360617497746e+00,1.203000809471719057e+00,1.358047127399164333e+00,6.314988696114555156e-01
7.730311659185131745e-01,1.357596784861542005e+00,1.184490165453735644e+00,8.584815953338564842e-01
9.385315100401073751e-01,1.123262405043329526e+00,1.355995998516192014e+00,6.636821657023659338e-01
5.868412849138652243e-01,1.274558719250269867e+00,6.919892411480053074e-01,5.598540124442903387e-01
9.248595529518864877e-01,1.600270857117361167e+00,1.299345229497206766e+00,9.600578743738790166e-01
1.008659062035999421e+00,1.233315047671247111e+00,1.528864628067828635e+00,7.865804766443570406e-01
1.011920201246820694e+00,1.440839771694169213e+00,1.261057593282097988e+00,7.540493308331110978e-01
1.070438267359771212e+00,1.436799637321760637e+00,1.357008202782049588e+00,7.727184902799557609e-01
1.273409061694746880e+00,2.213211021603322504e+00,1.435803194438609820e+00,1.129361460127832339e+00
6.742444171777521866e-01,1.123436373240755071e+00,1.051648662751639485e+00,6.941616633395029101e-01
5.034624517146295553e-01,1.259193486874834012e+00,6.443326834200000519e-01,5.918586529418751185e-01
2.151097419183193971e+00,2.649413241589544832e+00,2.253744895574295803e+00,1.388194834232646002e+00
7.045876431077671143e-01,1.090651762959781612e+00,1.212570015258138900e+00,7.548513503885874165e-01
9.447044514382128000e-01,1.224941737591479729e+00,1.641337900447417120e+00,9.009531749854547966e-01
8.545186532284499981e-01,1.182884779122595376e+00,1.701786392163178618e+00,9.952368391235765221e-01
6.994238656683680055e-01,1.139698862783773192e+00,1.249421455323328045e+00,8.285842841899028199e-01
8.591217106725319574e-01,1.166363197583325961e+00,1.574889221665169536e+00,8.957625228954771979e-01
8.660397162799091664e-01,1.032516193280115679e+00,1.751768102356559664e+00,8.602103433874880301e-01
7.290394878265293865e-01,1.270156109903720854e+00,9.634799570760493870e-01,6.646027878576297176e-01
1.047688487903517318e+00,1.260062638417074332e+00,1.371595305335388426e+00,6.871775327083966545e-01
7.197993692582643765e-01,9.103843268265638944e-01,1.183684199035336837e+00,5.834965231685659282e-01
8.621670465206932032e-01,1.083799594681035039e+00,1.441536337956235370e+00,7.425224225089058772e-01
7.731936529954729354e-01,9.982510367521515438e-01,1.577313228181167037e+00,8.262555896359293772e-01
7.003827538301469202e-01,8.249667844478787426e-01,1.602878946681254080e+00,7.379019008710305805e-01
5.920818540257364315e-01,7.623518742715817975e-01,1.122136270527029467e+00,5.467980554595176512e-01
7.112818425847121651e-01,1.013549880156983329e+00,1.162549877940454168e+00,6.555444729750803390e-01
6.839269249882757862e-01,9.678216413879491276e-01,1.139077716085716840e+00,6.335163512244689210e-01
6.599018188358761750e-01,9.594939584047336156e-01,1.288353745173160814e+00,7.438122328215444057e-01
8.363360761618032768e-01,1.318085457713012776e+00,1.500837107013708538e+00,1.003160522918672193e+00
1.276191713051352261e+00,2.110081741713400572e+00,1.531381880811913954e+00,1.150260487525755604e+00
1.290454170176834392e+00,1.504589047588631656e+00,1.440301375446032539e+00,7.223321820459690512e-01
6.746364600458317762e-01,1.465262953896856235e+00,7.340504910936164196e-01,6.043410601176167907e-01
6.966933547014771966e-01,8.262914171859861989e-01,1.185953556108013229e+00,5.400868679652386373e-01
8.445700419887474109e-01,1.516307966461495571e+00,1.253556790902884188e+00,9.488995178118667662e-01
7.323922990059151816e-01,1.332939692474055526e+00,1.161425675568752647e+00,8.667267441041157650e-01
8.398806686157944679e-01,1.001839045661990557e+00,1.666513521841908707e+00,8.105958727974659217e-01
9.060828291911926513e-01,1.228465374880854499e+00,1.489457152211531188e+00,8.461788174302429244e-01
9.402147120728912011e-01,1.268448166282186707e+00,1.486382406952693191e+00,8.445643230768311582e-01
7.796414194743788162e-01,1.218519701311633785e+00,1.245979110701607828e+00,7.980736696544239450e-01
7.072098313405750236e-01,1.493217810860465011e+00,9.523329236474346038e-01,8.062907370583936029e-01
7.751479302877545274e-01,1.024004886512594581e+00,1.349705249687779496e+00,7.181543950180440117e-01
7.292856321062277658e-01,1.005643503581745923e+00,1.177014701054831525e+00,6.417645308075448085e-01
6.356695171726998161e-01,9.856231660165966080e-01,1.026097018848006082e+00,6.185991600880038632e-01
5.844140472943725184e-01,9.430431404431158793e-01,1.087940750909498266e+00,6.820057811457547192e-01
1.026686090972528165e+00,1.647563120962487027e+00,1.486227745918723198e+00,1.045218428825011703e+00
